Name,BSE Code,NSE Code,Industry,Current Price,Filter,Filter52wLow,Up from 52w low,Low price,High price,Sales,Net profit,Market Capitalization,Debt to equity,Average return on equity 3Years,ROCE3yr avg,Average dividend payout 3years,Price to Earning,Historical PE 5Years,PEG Ratio,OPM,Interest Coverage Ratio,Enterprise Value,Net worth,Reserves,Return on assets 3years,Price to book value,Price to Cash Flow,Price to Sales,EVEBITDA,Dividend Payout Ratio,Dividend yield,Current ratio,Sales growth 5Years,Profit growth 5Years,Pledged percentage,Promoter holding,Piotroski score
NHPC Ltd,533098,NHPC,Power Generation And Supply,22.05,0,0,5.76,20.85,27.50,8440.38,2774.12,22149.30,0.65,10.06,9.84,57.89,7.98,41.88,0.45,55.47,5.37,40814.46,29214.73,19169.70,5.74,0.76,7.01,2.62,6.29,55.75,6.62,0.75,8.12,17.67,0.00,73.33,8.00
NIIT Tech.,532541,NIITTECH,Computers - Software - Medium / Small,1349.65,1,0,30.96,1030.60,1545.00,3814.00,410.00,8424.23,0.01,18.05,25.60,21.20,20.54,15.61,1.65,17.19,55.72,7880.23,2072.30,2010.50,15.61,4.07,18.60,2.21,11.14,0.00,0.00,2.47,9.79,12.46,0.00,33.91,8.00
Nilkamal Ltd,523385,NILKAMAL,Plastics Products,1213.10,0,0,36.33,889.85,1690.00,2258.05,110.55,1809.95,0.07,15.57,22.30,15.95,16.37,16.97,0.72,9.86,9.84,1861.42,884.38,869.46,13.21,2.05,10.57,0.80,7.75,17.44,1.07,3.37,6.95,22.71,0.00,63.97,6.00
NLC India,513683,NLCINDIA,Power Generation And Supply,56.05,0,0,14.27,49.05,85.50,7125.57,1270.38,7772.10,1.05,18.89,15.39,44.72,6.01,14.93,-1.75,23.25,5.57,20621.25,12511.33,11124.69,10.61,0.62,15.58,1.09,6.19,49.58,8.08,1.67,3.75,-3.43,0.00,81.91,3.00
NMDC,526371,NMDC,Mining / Minerals / Metals,96.40,0,0,28.88,74.80,120.55,12994.42,4846.12,29516.23,0.01,14.66,23.16,45.03,6.09,12.11,-0.97,56.74,186.14,25272.66,25951.53,25645.34,14.10,1.14,7.29,2.27,3.18,36.41,5.73,2.98,0.16,-6.27,0.00,72.28,8.00
NOCIL,500730,NOCIL,Chemicals,101.95,0,0,37.96,73.90,183.00,1004.40,165.95,1688.26,0.00,16.36,24.45,25.75,10.17,13.50,0.21,26.55,369.69,1649.36,1153.09,987.64,15.64,1.46,10.30,1.68,5.96,22.46,2.45,1.83,11.84,49.41,25.15,33.76,5.00
NTPC,532555,NTPC,Power Generation And Supply,117.05,0,0,9.73,106.67,145.85,91796.42,11764.54,115815.79,1.33,11.49,8.25,44.67,9.84,12.05,6.52,18.40,2.54,256604.83,107408.17,97513.61,5.19,1.08,7.22,1.26,12.64,51.20,5.19,1.12,4.79,1.51,0.00,56.41,5.00
O N G C,500312,ONGC,Oil Drilling / Allied Services,128.20,0,0,10.95,115.55,183.50,108996.46,26476.16,161279.18,0.11,11.46,16.55,43.19,6.09,12.17,1.51,45.78,17.49,182368.69,202992.55,196702.40,9.66,0.79,3.82,1.48,3.17,32.96,5.46,0.59,5.58,4.03,0.00,64.25,9.00
Oberoi Realty,533273,OBEROIRLTY,Construction,490.40,0,0,39.58,351.35,641.70,2297.49,659.59,17831.05,0.20,8.80,10.80,13.88,27.03,27.91,1.28,40.43,25.51,18991.58,8029.17,7665.57,7.08,2.22,122.50,7.76,18.58,8.90,0.41,5.05,26.46,21.13,0.00,67.70,6.00
Oil India,533106,OIL,Oil Drilling / Allied Services,143.00,0,0,2.40,139.65,224.00,13717.86,2511.72,15506.99,0.42,10.06,11.86,53.07,4.60,10.45,2.47,39.57,10.81,20995.09,27745.19,26660.78,7.32,0.56,3.06,1.13,3.06,42.91,7.17,1.51,7.46,1.86,0.00,61.61,7.00
Omaxe,532880,OMAXE,Construction,190.60,0,0,2.86,185.30,222.65,1346.04,56.38,3486.07,1.15,3.94,7.38,17.97,61.83,43.74,-6.50,12.37,1.93,5045.45,1515.21,1332.31,1.84,2.04,8.70,2.59,25.65,26.12,0.37,1.42,-6.18,-9.51,56.63,74.43,5.00
Oracle Fin.Serv.,532466,OFSS,Computers - Software - Large,3080.15,1,0,16.06,2654.00,4118.00,4889.15,1361.44,26440.08,0.00,30.10,46.35,70.50,19.42,47.12,49.79,43.75,817.52,23612.12,4936.52,4893.62,29.28,5.36,19.16,5.41,10.27,0.00,0.00,3.97,5.80,0.39,0.00,73.48,6.00
Orient Cement,535754,ORIENTCEM,Cement - South India,88.80,0,0,43.46,61.90,125.00,2570.05,87.43,1819.51,1.22,1.99,6.62,11.72,20.81,36.36,-1.48,14.64,2.12,3080.53,1053.51,1033.02,0.85,1.73,6.47,0.71,7.89,32.32,0.84,0.90,11.91,-14.07,11.92,37.36,8.00
Orient Electric,541301,ORIENTELEC,Domestic Appliances,163.45,,0,45.42,112.40,173.70,1999.52,76.13,3468.17,0.44,,,21.25,45.56,46.62,,7.94,5.74,3571.50,306.58,285.36,343.11,11.31,26.28,1.73,21.39,30.62,0.61,1.70,,,14.28,38.52,6.00
Oriental Bank,500315,ORIENTBANK,Banks - Public Sector,58.95,0,0,1.64,58.00,119.00,18524.20,560.88,8077.38,13.06,-16.14,3.79,0.00,14.40,82.25,-0.32,40.14,0.80,238366.04,18901.24,17531.03,-0.97,0.43,-2.74,0.44,23.02,0.00,0.00,4.57,-1.24,-45.51,0.00,87.58,5.00
P & G Hygiene,500459,PGHH,Personal Care - Multinational,11989.40,1,0,37.59,8714.00,12401.00,2946.50,419.13,38918.47,0.00,38.86,60.40,118.04,92.86,59.69,7.25,20.68,111.83,38518.88,909.06,876.60,40.52,42.81,93.79,13.21,58.13,34.66,0.33,1.63,7.93,12.80,0.00,70.64,8.00
P I Inds.,523642,PIIND,Pesticides / Agrochemicals - Indian,1258.75,1,0,86.32,675.60,1342.00,2989.40,426.90,17374.61,0.02,23.27,27.29,13.54,40.70,29.33,2.47,20.29,83.62,17340.91,2274.70,2260.90,22.19,7.64,45.14,5.81,25.94,13.54,0.32,1.92,12.24,16.47,0.00,51.38,5.00
Page Industries,532827,PAGEIND,Textiles - Products,22022.75,1,0,28.48,17140.70,34000.00,2871.90,380.17,24555.37,0.11,46.08,64.61,60.03,64.59,67.99,3.17,21.39,29.87,24596.10,774.99,763.84,40.61,31.68,107.38,8.55,37.90,97.37,1.56,2.06,19.15,20.36,0.00,48.32,6.00
Parag Milk Foods,539889,PARAGMILK,Food - Processing - Indian,155.95,0,0,19.27,130.75,279.00,2475.97,119.97,1311.77,0.29,9.62,14.24,34.10,10.93,147.42,0.22,8.91,5.21,1540.00,751.65,742.71,5.99,1.59,9.36,0.53,6.64,6.95,0.64,2.41,17.10,49.32,21.73,45.97,7.00
PC Jeweller,534809,PCJEWELLER,Diamond Cutting / Jewellery,30.60,0,0,26.71,24.15,167.60,8672.11,0.61,1208.71,0.54,8.90,17.06,2.65,,698.04,,3.44,1.03,3007.69,3920.66,3526.01,7.12,0.31,-0.63,0.14,7.86,0.00,0.00,4.80,10.25,,0.00,48.21,3.00
Persistent Sys,533179,PERSISTENT,Computers - Software - Medium / Small,561.00,0,0,19.68,468.75,763.00,3363.77,346.80,4318.29,0.00,15.55,20.92,24.46,12.45,19.76,2.17,15.78,225.16,3647.58,2341.99,2265.56,15.49,1.84,9.99,1.28,5.74,24.75,2.02,3.13,15.06,5.75,0.00,31.67,8.00
Petronet LNG,532522,PETRONET,Miscellaneous,258.65,1,0,27.16,203.40,302.00,37839.72,2128.73,38797.50,0.07,22.71,28.96,41.35,18.23,17.21,0.73,8.94,19.71,36570.62,10066.07,8566.07,16.72,3.85,18.08,1.03,9.53,69.59,3.87,1.61,0.34,25.06,0.00,50.00,7.00
Pfizer,500680,PFIZER,Pharmaceuticals - Multinational,3259.15,0,0,30.89,2490.00,3488.00,2113.59,450.02,14909.87,0.00,13.56,20.76,25.52,33.13,65.12,2.31,28.45,212.81,12998.03,3011.34,2965.59,13.20,4.95,152.28,7.05,16.79,23.99,0.69,2.89,13.37,14.32,0.00,63.92,8.00
Phillips Carbon,506590,PHILIPCARB,Chemicals,115.15,0,0,8.84,105.80,237.00,3658.66,355.64,1984.47,0.48,17.98,18.39,21.09,5.58,19.59,0.12,15.83,12.74,2702.08,1648.07,1613.60,10.79,1.20,6.84,0.54,4.50,15.53,3.04,1.35,9.15,45.55,0.00,53.56,8.00
Phoenix Mills,503100,PHOENIXLTD,Construction,695.30,0,0,42.19,489.00,767.45,2183.44,496.24,10662.33,1.22,9.96,11.43,16.41,23.40,56.68,0.89,49.95,2.74,14714.08,3474.13,3443.46,3.51,3.07,51.33,4.88,12.53,10.92,0.43,1.74,6.52,26.21,0.01,62.74,7.00
Pidilite Inds.,500331,PIDILITIND,Chemicals,1439.25,1,0,60.81,895.00,1494.90,7261.48,979.13,73111.01,0.03,26.42,37.37,31.89,73.76,50.06,4.58,19.66,55.28,73033.32,4148.09,4097.29,24.27,17.63,86.55,10.07,46.06,35.70,0.45,1.85,10.57,16.09,0.00,69.75,5.00
Piramal Enterp.,500302,PEL,Pharmaceuticals - Indian - Bulk Drugs & Formln,1668.75,0,0,5.02,1589.00,2795.95,13819.10,1992.92,33190.41,2.34,14.63,9.13,24.26,16.60,18.91,0.41,55.82,1.54,88296.16,23896.20,23856.43,4.80,1.22,-2.86,2.40,10.90,35.06,1.56,5.59,24.03,40.60,0.00,46.10,4.00
PNB Housing,540173,PNBHOUSING,Finance - Housing,588.55,0,0,6.05,555.00,1039.70,8166.60,1214.58,9894.98,9.66,14.45,9.65,16.91,8.15,25.54,0.15,89.80,1.31,77727.75,7435.60,7267.54,1.55,1.33,-0.60,1.21,10.59,13.94,1.52,1.93,46.19,52.79,0.00,32.67,3.00
PNC Infratech,539150,PNCINFRA,Construction,186.25,0,0,50.81,123.50,219.40,3683.13,322.54,4778.04,0.18,14.33,14.52,5.06,14.81,25.55,0.44,13.78,6.20,4843.35,2115.20,2063.89,11.67,2.26,12.91,1.30,8.87,3.95,0.27,2.53,21.87,33.81,0.00,56.07,7.00
Polycab India,542652,POLYCAB,Cables - Power,676.65,0,0,28.87,525.05,710.95,8154.12,555.12,10058.13,0.09,16.32,22.08,4.84,18.12,0.00,0.43,11.64,10.22,10000.69,2856.39,2707.74,12.03,3.53,8.21,1.23,9.33,8.45,0.42,1.58,15.59,42.40,0.00,68.69,7.00
Power Fin.Corpn.,532810,PFC,Finance - Term-Lending Institutions,95.80,0,0,32.60,72.25,138.80,30069.57,6939.81,25291.98,6.82,11.92,9.14,36.34,3.64,7.18,0.71,100.22,1.47,306375.69,43287.99,40647.91,1.61,0.58,-0.57,0.84,10.16,0.00,0.00,4.75,6.22,5.12,0.00,59.05,6.00
Power Grid Corpn,532898,POWERGRID,Power Generation And Supply,196.50,0,0,13.91,172.50,216.25,34786.52,10123.64,102800.74,2.48,17.26,10.79,35.81,10.15,12.98,0.45,71.32,1.84,244555.06,59017.14,53785.55,4.76,1.74,4.44,2.96,8.87,43.85,4.24,0.73,17.68,22.58,0.00,55.37,8.00
Prestige Estates,533274,PRESTIGE,Construction,284.40,0,0,74.48,163.00,317.05,5918.10,414.70,10665.00,2.01,7.28,9.88,14.21,27.31,24.17,14.84,29.15,1.78,18439.60,4226.60,3851.60,2.80,2.52,13.99,1.80,9.90,13.53,0.53,1.13,15.20,1.84,0.00,70.00,6.00
Prism Johnson,500338,PRSMJOHNSN,Cement - North India,79.95,0,0,28.64,62.15,104.00,5965.54,141.34,4024.36,1.29,7.94,11.84,5.75,27.28,248.07,0.91,9.37,2.37,5436.81,1142.11,638.75,2.76,3.52,8.08,0.67,9.28,17.24,0.63,1.03,3.71,29.90,0.00,74.87,8.00
Proc. Gam. Heal.,500126,PGHL,Pharmaceuticals - Multinational,4537.95,1,0,78.08,2548.20,5120.80,895.20,852.46,7533.00,0.00,40.36,45.42,45.56,8.84,20.76,0.12,19.91,,6289.58,743.80,727.20,31.62,10.13,-57.78,8.41,6.69,87.09,9.70,3.55,1.25,71.59,0.00,51.82,7.00
PTC India,532524,PTC,Trading,54.60,0,0,3.02,53.00,94.10,15144.59,425.28,1616.21,3.36,9.12,10.75,36.16,3.80,7.71,1.07,12.83,1.60,14728.06,3961.93,3665.92,2.25,0.41,-14.97,0.11,7.07,27.84,7.33,1.98,4.76,3.55,0.00,16.22,7.00
Punjab Natl.Bank,532461,PNB,Banks - Public Sector,58.70,0,0,4.17,56.35,99.90,51283.52,-8016.85,27025.76,15.97,-16.81,3.09,0.00,,13.80,,28.98,0.64,667093.78,44787.13,43866.32,-0.94,0.60,-0.86,0.53,29.84,0.00,0.00,7.14,3.49,,0.00,75.41,4.00
PVR,532689,PVR,Entertainment / Electronic Media Software,1826.75,0,0,66.23,1098.90,1898.00,3269.68,147.35,8837.28,1.03,13.08,16.46,7.45,59.97,76.46,2.08,22.22,2.03,10085.53,1239.52,1192.75,6.60,7.13,10.66,2.70,13.23,5.09,0.11,0.50,18.01,28.79,0.00,19.57,7.00
Quess Corp,539978,QUESS,Diversified - Large,455.05,0,0,18.03,385.55,896.65,8953.36,255.89,6648.46,0.30,13.28,12.55,0.00,25.98,54.14,0.36,5.54,3.29,6894.15,2725.60,2579.50,8.35,2.57,32.98,0.74,12.06,0.00,0.00,2.12,53.33,71.81,0.00,71.43,4.00
R C F,524230,RCF,Fertilizers,48.50,0,0,34.72,36.00,68.35,9351.47,124.31,2675.70,1.14,4.37,5.97,35.46,24.20,21.88,-1.88,4.67,2.02,6132.54,3034.70,2483.01,2.31,0.88,-1.64,0.29,11.60,30.52,1.59,3.06,6.26,-12.88,0.00,75.00,6.00
Radico Khaitan,532497,RADICO,Breweries & Distilleries,302.80,0,0,16.44,260.05,454.00,2204.14,195.46,4039.63,0.26,11.88,14.38,10.87,20.67,25.03,0.99,16.26,10.25,4358.98,1314.94,1288.26,7.42,3.07,13.09,1.83,11.71,8.51,0.40,2.12,8.41,20.98,4.55,40.35,7.00
Rain Industries,500339,RAIN,Trading,90.95,0,0,18.04,77.05,202.00,13474.72,230.15,3059.10,1.54,16.06,13.35,8.72,13.29,9.09,1.57,10.40,2.02,9642.12,4830.55,4763.28,4.78,0.63,1.78,0.23,6.54,5.78,1.10,2.25,3.68,8.48,0.00,41.10,7.00
Rajesh Exports,531500,RAJESHEXPO,Diamond Cutting / Jewellery,673.65,0,0,24.28,542.05,784.80,172455.35,1195.18,19892.88,0.70,19.58,13.82,2.41,16.64,13.38,0.57,0.91,5.24,11027.87,8840.05,8810.52,9.60,2.25,5.71,0.12,6.82,2.29,0.15,1.92,43.19,29.34,0.00,54.03,6.00
Rallis India,500355,RALLIS,Pesticides / Agrochemicals - Indian,169.75,0,0,22.03,139.10,199.00,2034.10,168.39,3301.11,0.06,14.75,19.62,28.28,19.60,23.76,46.67,12.42,40.12,3328.20,1285.93,1266.48,13.99,2.57,41.24,1.62,11.62,31.30,1.47,1.65,3.22,0.42,0.00,50.09,6.00
Ratnamani Metals,520111,RATNAMANI,Steel - Medium / Small,947.45,0,0,28.74,735.95,1035.00,2733.22,257.99,4427.24,0.04,14.53,21.39,17.64,17.16,18.14,1.45,15.33,28.47,4350.99,1521.88,1512.53,13.85,2.91,7.99,1.62,9.57,16.64,0.95,2.63,15.28,11.82,0.00,60.09,7.00
Raymond,500330,RAYMOND,Textiles - Products,564.10,0,0,5.82,533.10,885.00,6766.74,153.11,3462.49,1.26,6.11,9.22,18.23,22.35,49.34,1.88,9.02,1.97,5804.22,1953.79,1892.41,2.53,1.77,13.82,0.51,7.93,10.96,0.53,1.79,7.67,11.88,0.00,43.83,9.00
RBL Bank,540065,RBLBANK,Banks - Private Sector,299.35,0,0,17.12,255.60,716.55,6959.15,943.96,12885.64,9.30,11.96,7.26,14.10,13.65,35.60,0.24,57.05,1.34,76510.02,7548.32,7120.61,1.17,1.71,-417.19,1.85,13.74,13.29,0.89,3.40,36.05,56.79,0.00,0.00,4.00
REC Ltd,532955,RECLTD,Finance - Term-Lending Institutions,123.60,0,0,27.16,97.20,169.55,28197.93,5796.36,24409.99,7.12,16.92,9.66,36.36,4.21,5.19,0.99,87.45,1.49,267134.83,34302.94,32328.02,2.45,0.71,-0.68,0.87,10.82,37.69,8.90,1.27,8.15,4.24,0.00,52.63,5.00
Redington India,532805,REDINGTON,Trading,113.80,0,0,77.81,64.00,128.00,47995.99,520.13,4427.75,0.33,14.84,17.59,25.12,7.64,10.66,0.74,1.98,4.19,4857.96,3905.98,3828.16,9.24,1.13,4.14,0.09,4.74,18.39,2.11,1.73,10.74,10.28,0.00,0.00,8.00
Rel. Comm.,532712,RCOM,Telecommunications - Service Provider,0.70,0,0,7.69,0.65,18.65,3874.00,-7230.00,193.59,,,-16.65,0.00,,21.84,,-71.01,-18.03,46861.59,-4180.00,-5563.00,-18.31,,0.52,0.05,-18.23,0.00,0.00,1.75,-28.33,,22.05,21.98,6.00
Relaxo Footwear,530517,RELAXO,Leather / Leather Products,498.80,1,0,50.17,332.15,561.00,2378.40,179.24,12375.32,0.10,21.08,26.95,11.31,69.04,42.41,3.22,14.63,29.59,12485.10,1117.48,1092.67,16.92,11.20,100.23,5.20,34.71,12.72,0.18,1.85,14.21,21.43,0.00,71.02,4.00
Reliance Capital,500111,RELCAPITAL,Finance & Investments,22.35,0,0,8.50,20.60,292.75,22161.00,-552.00,564.80,,-22.02,5.34,6.15,,11.67,,18.45,0.91,44728.80,-949.00,-1202.00,-2.96,0.08,-0.07,0.03,10.35,0.00,0.00,0.28,22.33,,96.50,41.52,5.00
Reliance Inds.,500325,RELIANCE,Refineries,1304.90,0,0,28.38,1016.40,1417.50,595355.00,40233.00,827192.19,0.79,12.21,11.01,10.16,20.56,13.59,1.47,14.21,4.09,1127394.19,387110.00,381184.00,6.55,2.14,18.09,1.39,11.91,9.73,0.50,0.60,5.49,13.94,0.00,46.16,5.00
Reliance Infra.,500390,RELINFRA,Engineering - Turnkey Services,27.70,0,0,5.52,26.25,380.75,19317.99,-2399.40,728.48,1.25,6.82,14.79,12.17,0.20,10.34,0.01,13.81,2.51,17605.72,14181.88,13918.85,2.72,0.05,1.06,0.04,1.77,0.00,0.00,0.61,1.23,14.29,98.11,39.12,5.00
Reliance Nip.Lif,540767,RNAM,Finance & Investments,265.70,1,0,121.05,120.20,289.05,1345.61,488.86,16261.84,0.00,20.94,30.09,53.11,33.26,30.44,3.67,40.16,411.98,15771.37,2532.25,1920.25,20.82,6.42,41.40,12.09,21.98,77.28,2.26,4.32,15.26,9.07,0.00,75.00,6.00
Reliance Power,532939,RPOWER,Power Generation And Supply,2.55,0,0,19.16,2.14,32.70,7992.07,-3152.94,715.31,1.75,3.40,7.34,0.00,3110.04,14.87,-96.20,35.03,1.00,30900.38,17385.92,14580.79,1.25,0.04,0.17,0.09,7.43,0.00,0.00,0.73,9.65,-32.33,83.29,45.16,4.00
Repco Home Fin,535322,REPCOHOME,Finance - Housing,305.15,0,0,10.56,276.00,482.40,1230.47,236.09,1909.06,6.07,16.76,10.86,6.79,8.09,21.73,0.50,90.83,1.48,11128.87,1527.38,1464.82,2.24,1.25,-1.76,1.55,9.90,6.67,0.82,0.66,17.35,16.33,0.00,37.13,5.00
Rites,541556,RITES,Engineering - Turnkey Services,264.20,0,0,64.63,160.48,282.55,2177.42,456.56,6605.00,0.00,16.66,25.00,38.03,14.47,11.69,,25.59,229.45,3136.38,2383.83,2183.83,14.91,2.77,51.14,3.03,4.27,57.35,3.86,1.69,,,0.00,87.40,7.00
S A I L,500113,SAIL,Steel - Large,32.10,0,0,8.81,29.50,71.35,65880.13,1707.23,13258.99,1.18,-0.49,2.94,3.16,7.45,12.18,1.36,13.27,1.86,58209.61,38151.57,34021.04,-0.30,0.35,1.82,0.20,6.22,9.48,1.56,1.21,7.54,5.47,0.00,74.99,9.00
S C I,523598,SCI,Shipping,44.90,0,0,81.05,24.80,49.70,3469.47,306.50,2091.44,0.77,6.04,4.17,0.00,7.13,11.06,,19.36,1.19,6546.65,7234.16,6768.36,3.13,0.29,8.46,0.60,7.94,0.00,0.00,1.63,,,0.00,63.75,6.00
S H Kelkar & Co.,539450,SHK,Chemicals,137.45,0,0,31.15,104.80,217.70,1081.59,88.26,1942.45,0.40,11.95,15.35,17.03,22.01,37.72,6.47,13.45,6.94,2243.15,863.35,718.73,10.22,2.25,25.14,1.80,13.08,0.00,0.00,3.51,6.53,3.40,6.79,56.91,4.00
Sadbhav Engg.,532710,SADBHAV,Construction,135.35,0,0,28.84,105.05,274.45,5240.05,21.13,2322.21,13.34,-0.06,11.01,-165.98,42.08,118.40,1.66,28.26,1.02,13307.62,835.00,817.84,-0.02,2.78,9.49,0.44,7.61,81.21,0.74,1.73,13.91,25.35,35.90,46.55,6.00
Sanofi India,500674,SANOFI,Pharmaceuticals - Multinational,5844.55,0,0,10.69,5280.00,6599.30,2935.40,388.80,13460.00,0.00,17.36,27.63,50.76,34.62,33.17,3.85,21.67,892.71,12628.10,2230.40,2207.40,16.92,6.03,35.95,4.59,17.32,50.76,1.44,2.64,8.88,9.00,0.00,60.40,8.00
SBI Life Insuran,540719,SBILIFE,Finance & Investments,827.65,1,0,67.20,495.00,862.45,47433.84,1344.39,82765.00,0.00,18.82,23.24,16.06,61.56,51.47,4.82,2.57,,80344.37,7941.40,6941.40,1.05,10.42,6.14,1.74,57.91,15.07,0.24,1.94,20.91,12.76,0.00,67.30,6.00
Schaeffler India,505790,SCHAEFFLER,Bearings,4256.20,0,0,10.97,3835.50,5836.30,4666.77,386.47,13305.19,0.00,17.88,27.04,13.28,31.25,33.38,1.05,15.33,105.68,12467.59,2782.72,2751.46,16.94,4.78,55.93,2.85,15.81,22.34,0.70,3.02,26.83,29.63,0.00,74.13,4.00
Schneider Elect.,534139,SCHNEIDER,Electric Equipment,74.60,0,0,6.04,70.35,122.45,1398.27,-41.98,1783.69,2.52,-62.64,-7.16,0.00,,0.00,,1.56,0.66,2104.75,-63.79,-111.61,-14.57,76.26,-34.55,1.28,38.90,0.00,0.00,1.14,2.63,15.17,0.00,75.00,5.00
Security & Intel,540673,SIS,Miscellaneous,861.85,0,0,22.70,702.40,994.00,7490.30,250.99,6318.95,0.78,19.84,17.37,9.23,25.18,39.73,0.97,5.39,2.93,6750.98,2416.82,1176.58,9.24,5.06,30.84,0.84,16.23,11.89,0.41,1.87,18.07,25.91,0.00,74.33,2.00
Shankara Build.,540425,SHANKARA,Trading,313.80,0,0,30.75,240.00,1265.50,2508.18,20.04,717.01,0.41,13.38,21.30,10.41,35.78,41.45,16.26,4.00,1.52,896.95,479.04,456.19,8.75,1.50,4.18,0.29,8.54,10.48,0.48,1.75,6.61,2.20,0.00,56.21,7.00
Sheela Foam,540203,SFL,Textiles - Jute - Yarn / Products,1275.65,0,0,18.86,1073.20,1709.00,2153.66,139.88,6222.98,0.04,24.41,32.95,0.00,44.49,48.03,1.23,10.27,22.35,6233.23,730.10,705.71,20.29,8.52,45.15,2.89,24.62,0.00,0.00,1.29,11.09,36.04,0.00,75.00,5.00
Shilpa Medicare,530549,SHILPAMED,Pharmaceuticals - Indian - Bulk Drugs,270.90,0,0,41.98,190.80,435.05,696.22,94.36,2208.56,0.16,9.89,10.66,5.72,28.14,35.51,5.78,18.22,21.14,2308.05,1197.58,1189.43,8.10,1.84,15.91,3.17,16.60,7.26,0.37,2.48,5.12,4.87,9.29,53.80,6.00
Shoppers St.,532638,SHOPERSTOP,Textiles - Products,429.25,0,0,26.77,338.60,560.35,3487.16,71.42,3776.97,0.04,2.88,12.20,11.28,52.88,155.27,3.37,9.99,2.99,3800.24,977.65,933.65,2.43,3.86,17.99,1.08,10.51,8.38,0.17,0.94,5.47,15.69,12.62,63.71,8.00
Shree Cement,500387,SHREECEM,Cement - North India,18593.75,0,0,41.94,13100.00,22399.90,11688.50,1034.60,64780.63,0.29,15.24,16.22,23.66,54.84,39.06,14.82,25.49,6.54,67270.80,9597.39,9562.55,11.35,6.75,31.42,5.54,21.14,21.98,0.32,3.05,16.69,3.70,0.00,64.79,6.00
Shri.City Union.,532498,SHRIRAMCIT,Finance & Investments,1321.90,0,0,8.21,1221.55,1900.00,5884.28,1012.47,8724.01,3.53,14.07,11.88,16.39,8.62,19.46,0.63,61.95,1.76,30010.54,6391.32,6325.33,2.98,1.36,-59.73,1.48,8.23,14.68,1.66,3.22,12.32,13.67,0.00,33.74,6.00
Shriram Trans.,511218,SRTRANSFIN,Finance & Investments,1045.15,0,0,15.83,902.30,1297.00,15854.04,2625.32,23712.36,5.55,16.35,11.80,9.33,9.03,16.33,0.59,73.26,1.50,107645.28,15836.26,15609.38,2.43,1.50,-4.06,1.50,9.24,10.62,1.15,3.39,14.53,15.23,0.00,26.08,4.00
Siemens,500550,SIEMENS,Electric Equipment,1543.25,0,0,83.50,841.00,1565.00,13494.30,1035.60,54958.26,0.00,11.05,16.70,30.25,53.07,47.37,1.38,11.03,203.32,51312.56,8494.90,8423.70,10.67,6.47,1302.25,4.07,28.22,27.88,0.45,1.93,2.31,38.32,0.00,75.00,7.00
SJVN,533206,SJVN,Power Generation And Supply,24.30,0,0,11.21,21.85,30.50,2766.04,1491.23,9549.40,0.19,12.56,14.35,68.73,6.23,8.50,1.30,75.43,17.47,8798.43,11238.78,7308.98,9.74,0.85,9.18,3.45,3.49,61.93,8.85,7.29,7.24,4.79,0.00,88.78,7.00
SKF India,500472,SKFINDIA,Bearings,2167.90,0,0,33.82,1620.00,2232.30,3058.96,332.89,10717.66,0.05,16.38,24.68,20.04,32.20,31.07,2.48,15.54,61.51,10204.24,1696.94,1647.50,15.53,6.32,59.17,3.50,17.69,17.67,0.55,3.50,5.93,13.01,0.00,52.58,7.00
Sobha,532784,SOBHA,Construction,475.15,0,0,24.94,380.30,588.00,4021.10,335.10,4506.60,1.17,8.62,10.88,22.65,13.45,18.80,2.82,19.15,2.94,6933.34,2229.06,2134.26,4.54,2.02,21.86,1.12,8.18,22.35,1.47,1.60,9.63,4.77,20.37,51.75,7.00
Solar Inds.,532725,SOLARINDS,Chemicals,1102.15,1,0,19.33,923.60,1311.00,2466.88,263.17,9973.36,0.49,21.97,24.59,24.36,37.90,36.29,2.35,19.84,8.80,10485.00,1238.33,1220.23,14.15,8.05,38.59,4.04,20.76,24.22,0.64,2.37,18.06,16.10,0.00,73.15,6.00
Somany Ceramics,531548,SOMANYCERA,Ceramics - Tiles / Sanitaryware,196.15,0,0,6.03,185.00,472.00,1733.27,46.21,831.27,0.94,13.88,16.79,15.40,15.09,31.97,1.15,9.37,2.96,1365.50,613.01,604.53,7.00,1.36,9.68,0.48,7.52,18.30,1.02,2.30,6.51,13.13,0.00,51.47,5.00
Sonata Software,532221,SONATSOFTW,Computers - Software - Medium / Small,312.95,1,0,18.09,265.00,367.45,3147.21,258.65,3292.23,0.02,31.02,40.27,56.49,12.76,12.57,0.48,11.18,56.46,3108.64,768.26,757.87,27.24,4.29,-531.01,1.05,8.01,53.15,4.02,1.60,13.59,26.80,0.00,28.17,5.00
South Ind.Bank,532218,SOUTHBANK,Banks - Private Sector,10.70,0,0,5.94,10.10,18.55,7117.46,297.75,1936.40,15.99,6.64,6.39,19.42,6.50,9.91,-0.49,66.73,1.09,82436.97,5335.33,5154.36,0.43,0.36,1.15,0.27,14.96,18.28,2.34,5.65,6.52,-13.36,0.00,0.00,5.00
SPARC,532872,SPARC,Miscellaneous,119.50,0,0,11.68,107.00,340.00,183.38,-175.14,3131.47,0.01,-102.29,-95.45,0.00,,113.79,,-99.53,-264.36,3132.43,296.24,270.03,-97.31,10.57,-18.21,17.08,-18.81,0.00,0.00,0.50,1.83,,3.05,68.47,4.00
